

"項目","現金預金","収入","支出",
"繰越金","157050","-","-",
"売上高","-","125000","-",
"材料調達費","-","-","100000",
"製品製造費","-","-","20000",
"一般管理費","-","-","20000",
"支払利息","-","-","0",
"借入金","-","0","-",
"現金収支","-15000","-","-",
"次期繰越金","142050","-","-",


"売上高","125000",
"売上原価","125000",
"売上総利益","0",
"一般管理費","20000",
"営業利益","-20000",
"支払利息","0",
"経常利益","-20000",


"現金貯金","142050",
"棚卸資産","140000",
"固定資産","250000",
"資産合計","532050",


"流動負債","0",
"資本金","500000",
"剰余金","32050",
"負債純資産合計","532050",


