

"項目","現金預金","収入","支出",
"繰越金","142050","-","-",
"売上高","-","26220","-",
"材料調達費","-","-","60000",
"製品製造費","-","-","20000",
"一般管理費","-","-","20000",
"支払利息","-","-","0",
"借入金","-","0","-",
"現金収支","-73780","-","-",
"次期繰越金","68270","-","-",


"売上高","26220",
"売上原価","100000",
"売上総利益","-73780",
"一般管理費","20000",
"営業利益","-93780",
"支払利息","0",
"経常利益","-93780",


"現金貯金","68270",
"棚卸資産","120000",
"固定資産","250000",
"資産合計","438270",


"流動負債","0",
"資本金","500000",
"剰余金","-61730",
"負債純資産合計","438270",


