

"項目","現金預金","収入","支出",
"繰越金","61270","-","-",
"売上高","-","52500","-",
"材料調達費","-","-","0",
"製品製造費","-","-","7000",
"一般管理費","-","-","20000",
"支払利息","-","-","0",
"借入金","-","0","-",
"現金収支","25500","-","-",
"次期繰越金","86770","-","-",


"売上高","52500",
"売上原価","35000",
"売上総利益","17500",
"一般管理費","20000",
"営業利益","-2500",
"支払利息","0",
"経常利益","-2500",


"現金貯金","86770",
"棚卸資産","79000",
"固定資産","250000",
"資産合計","415770",


"流動負債","0",
"資本金","500000",
"剰余金","-84230",
"負債純資産合計","415770",


