

"項目","現金預金","収入","支出",
"繰越金","200000","-","-",
"売上高","-","94050","-",
"材料調達費","-","-","40000",
"製品製造費","-","-","10000",
"一般管理費","-","-","20000",
"支払利息","-","-","0",
"借入金","-","0","-",
"現金収支","24050","-","-",
"次期繰越金","224050","-","-",


"売上高","94050",
"売上原価","50000",
"売上総利益","44050",
"一般管理費","20000",
"営業利益","24050",
"支払利息","0",
"経常利益","24050",


"現金貯金","224050",
"棚卸資産","50000",
"固定資産","250000",
"資産合計","524050",


"流動負債","0",
"資本金","500000",
"剰余金","24050",
"負債純資産合計","524050",


