

"項目","現金預金","収入","支出",
"繰越金","277530","-","-",
"売上高","-","95200","-",
"材料調達費","-","-","48000",
"製品製造費","-","-","12500",
"一般管理費","-","-","20000",
"支払利息","-","-","0",
"借入金","-","0","-",
"現金収支","14700","-","-",
"次期繰越金","292230","-","-",


"売上高","95200",
"売上原価","60000",
"売上総利益","35200",
"一般管理費","20000",
"営業利益","15200",
"支払利息","0",
"経常利益","15200",


"現金貯金","292230",
"棚卸資産","92500",
"固定資産","250000",
"資産合計","634730",


"流動負債","0",
"資本金","500000",
"剰余金","134730",
"負債純資産合計","634730",


